param,value,lower,upper
log10Kmax,1.10516942799933,0.841792609206707,1.78341963017938
log10Ku,-4.36774522331529,-4.45186251056195,-4.30007343076803
n,0.57,0.5,0.7205
log10halfmax,0.725421550074259,0.270847446273996,1.53866443397506
Vhalf,-71.47,-137.2125,-12.1095
log10slope,0.379668034033654,0.258379823364851,0.576919831706728
