param,value,lower,upper
log10Kmax,5.83065281379742,4.89094564474718,7.03122443818316
log10Ku,-3.63732907027433,-3.65856547542186,-3.4375792492986
n,0.6137,0.561095,0.6975
log10halfmax,6.55339751012388,5.54315810209537,7.74763683588825
Vhalf,-24.19,-73.63075,-6.1829
log10slope,-0.722849386036203,-0.888074117453626,-0.601018933341869
