param,value,lower,upper
log10Kmax,0.646305680284759,0.440279213235588,5.0738004997573
log10Ku,-2.17567887514923,-2.68068569590949,-1.20710252310442
n,1.715,1.056975,2
log10halfmax,5.16106838547117,3.86631140198672,8.68698995199187
Vhalf,-1,-4.43715,-1
log10slope,-4.51470456127391,-5.32161144982765,-2.90055301123229
