param,value,lower,upper
log10Kmax,0.571242850560224,0.283747732870756,6.8206611346436
log10Ku,-3.04010041213406,-3.32654366252678,-2.86932858978858
n,0.8593,0.5,1.982425
log10halfmax,1.96922947986264,1.58068838274729,7.83528858246028
Vhalf,-72.15,-81.7405,-35.4555000000001
log10slope,-1.39794000867204,-2.94132808536785,-0.862645888629267
