param,value,lower,upper
log10Kmax,4.99545968662106,4.52670100874439,6.02414665332372
log10Ku,-1.97674754036629,-2.63396950172882,-0.11717248766067
n,0.8403,0.70929,0.986909999999999
log10halfmax,8.02734960777476,7.49152213252257,8.96069305416774
Vhalf,-1,-7.154675,-1
log10slope,-3.0318907988718,-3.59809135960345,-2.53459857307734
