param,value,lower,upper
log10Kmax,4.88946978396951,0.656064595293834,6.94042433448729
log10Ku,-4.51243743974362,-4.84710804156791,-4.33126958410819
n,0.6762,0.53948,1.0542
log10halfmax,5.2294258479207,0.942130168930546,7.16660990213845
Vhalf,-1.001,-45.382,-1
log10slope,-0.339988778710669,-0.510495070867571,-0.136852678312387
