param,value,lower,upper
log10Kmax,1.40942586867144,0.653393425587087,6.22660634683439
log10Ku,-1.75325529027616,-1.89619627904404,-1.16256157739264
n,0.7128,0.53828,1.3143
log10halfmax,2.90183959205123,2.43820996322077,7.58242132472724
Vhalf,-41.57,-72.97025,-5.539725
log10slope,-1.49241396023699,-2.71000443390655,-1.05657971396275
