param,value,lower,upper
log10Kmax,1.20002926655377,0.615594934805161,6.9742951737821
log10Ku,-2.89722338511656,-3.07275545004375,-2.75151791645297
n,0.5489,0.5,0.9908475
log10halfmax,1.95467658691864,1.43245209800964,7.8157152992604
Vhalf,-78.78,-86.1305,-69.49875
log10slope,-0.754734160542539,-1.32204421222403,-0.564462206397064
