Kmax,Ku,n,halfmax,Vhalf,slope
272000,0.1694,0.9331,1e+09,-162,0.000272
46.5,0.9971,1.069,561500,-83.41,8.281e-05
130800,0.2009,0.9299,446600000,-95.16,0.0002929
60060,0.1437,0.9657,281800000,-153.7,0.0002131
162200,0.1648,0.8833,3.33e+08,-147.5,0.0004871
96210,0.1767,0.9228,2.96e+08,-98.65,0.000325
89.55,0.1486,1.016,696400,-151.7,0.0001286
218000,0.09506,0.9216,685500000,-148.2,0.000318
230100,0.5436,0.9201,696600000,-84.99,0.0003303
120600,0.9893,0.9463,489900000,-83.46,0.0002462
41550,0.09087,0.9694,207600000,-89.61,0.0002001
104200,0.1495,0.9348,352400000,-134.6,0.0002957
51.23,0.06821,1.084,740100,-157.1,6.922e-05
208200,0.167,0.9652,999900000,-93.25,0.0002082
303100,0.1505,0.9023,786900000,-171.4,0.0003852
80900,0.1554,0.957,351700000,-151.2,0.00023
54.7,0.1977,1.064,644200,-91.91,8.491e-05
157200,0.1659,0.9114,435500000,-145.3,0.000361
151000,0.1497,0.9625,719500000,-143,0.0002099
123000,0.2008,0.9176,360800000,-91.57,0.0003409
52530,0.3039,0.9176,153100000,-89.74,0.0003431
64430,0.9825,0.9148,180400000,-82.87,0.0003572
47.05,0.163,1.038,420000,-153.1,0.000112
53170,0.9993,0.9905,333300000,-81.12,0.0001595
134000,0.5351,0.8722,254900000,-86.94,0.0005257
85330,0.1008,0.9924,532500000,-139.2,0.0001602
75360,0.1517,0.9379,284500000,-151.8,0.0002649
143800,0.1371,0.9344,513800000,-93.38,0.0002799
140900,0.2742,0.9322,492900000,-87.52,0.0002859
142100,0.7498,0.9533,634600000,-84.8,0.0002239
79.15,0.1837,1.015,590800,-93.54,0.000134
37010,0.9997,0.9518,154700000,-82.23,0.0002392
539200,0.1719,0.8632,939700000,-180.1,0.0005738
78160,0.2794,0.9652,388500000,-84.97,0.0002012
87790,0.9959,1.012,6.95e+08,-81.95,0.0001263
74380,0.6282,0.9329,251300000,-85.28,0.000296
95150,0.1496,0.9305,303400000,-157.2,0.0003136
13090,0.1768,0.9368,46790000,-93.97,0.0002798
245600,1,0.8791,472400000,-83.02,0.0005199
391700,0.1707,0.8971,961900000,-175.1,0.0004072
79570,0.9937,1.007,610700000,-83.06,0.0001303
60.15,0.9863,1.048,610600,-82.18,9.851e-05
