Kmax,Ku,n,halfmax,Vhalf,slope
1204000,7.173e-05,0.6874,4263000,-93.21,0.2824
1607000,8.195e-05,0.5113,4340000,-77.75,0.3703
569700,5.971e-05,0.6606,2238000,-124.3,0.2546
1581000,4.974e-05,0.6795,6214000,-121.8,0.2544
1544000,6.708e-05,0.6028,4997000,-87.55,0.309
409600,7.841e-05,0.623,1637000,-79.69,0.2502
741100,7.898e-05,0.7394,3509000,-86.53,0.2112
147500,8.119e-05,0.7661,853100,-81.81,0.1729
2718000,9.143e-05,0.7221,14120000,-78.03,0.1925
15290000,0.0001001,0.5479,50230000,-82.97,0.3044
5500000,8.975e-05,0.5639,16950000,-82.01,0.3245
1264000,5.315e-05,0.7124,5723000,-154.4,0.2209
853000,6.951e-05,0.729,3739000,-131,0.2281
1669000,6.982e-05,0.6111,5274000,-88.09,0.3165
2494000,7.944e-05,0.5912,7628000,-81.61,0.327
402800,7.027e-05,0.7049,1637000,-92.02,0.2461
1205000,5.244e-05,0.6202,3950000,-110.9,0.3051
176800,7.505e-05,0.7515,821500,-84.56,0.2152
483000,5.345e-05,0.6232,1728000,-133.6,0.2795
2406000,5.587e-05,0.6104,8140000,-152.8,0.2956
1353000,7.426e-05,0.6519,4931000,-79.34,0.2744
1354000,5.648e-05,0.6526,4974000,-107.4,0.2722
1652000,7.132e-05,0.5949,4792000,-84.41,0.3447
699500,7.197e-05,0.7266,3304000,-83.28,0.2117
498400,4.969e-05,0.6734,1716000,-146.9,0.2904
895600,8.732e-05,0.6502,3262000,-92.44,0.2746
1708000,7.143e-05,0.6849,7976000,-83.49,0.2141
870700,5.002e-05,0.694,3907000,-150.8,0.2229
12110000,7e-05,0.5675,43450000,-80.6,0.2787
615900,6.942e-05,0.6979,2392000,-89.96,0.2575
838800,7.004e-05,0.6821,3430000,-104.7,0.2445
828400,8.547e-05,0.5798,3049000,-77.03,0.2717
21800000,9.038e-05,0.5201,64650000,-82.12,0.3372
1352000,6.856e-05,0.6851,5158000,-81.5,0.2621
672200,6.982e-05,0.6758,2744000,-101.5,0.245
383900,8.127e-05,0.6097,1331000,-84.68,0.2884
385800,4.776e-05,0.7322,1665000,-133.9,0.2317
878900,7.407e-05,0.6339,3635000,-86.27,0.2418
12930000,0.0001081,0.5326,41270000,-73.07,0.3133
735600,6.09e-05,0.7289,3364000,-90.34,0.2187
454800,8.517e-05,0.7716,2781000,-77.42,0.1635
393100,8.88e-05,0.6403,1682000,-78.69,0.2337
271700,8.344e-05,0.6024,1011000,-76.71,0.2687
2816000,7.813e-05,0.5985,9580000,-82.61,0.2939
748400,9.918e-05,0.6492,3423000,-74.62,0.2186
131500,7.95e-05,0.5481,365700,-85.14,0.3596
660400,6.356e-05,0.6492,2331000,-111.6,0.2833
380700,7.857e-05,0.5564,1224000,-80.08,0.311
995200,7.754e-05,0.6965,4622000,-80.72,0.2153
949000,8.238e-05,0.645,3394000,-82.33,0.2796
847000,7.016e-05,0.6529,3695000,-86.72,0.2292
1506000,5.538e-05,0.6324,5685000,-144.7,0.2649
947000,8.123e-05,0.6712,5176000,-75.43,0.183
659500,8.345e-05,0.6574,2722000,-79.43,0.2423
769600,6.746e-05,0.795,4568000,-82.16,0.1685
1615000,6.746e-05,0.5983,5006000,-91.49,0.3226
490500,6.169e-05,0.6369,1589000,-81.73,0.3087
779800,7.466e-05,0.6628,3025000,-93.41,0.2578
1392000,7.869e-05,0.6067,5020000,-86.05,0.2773
300800,6.484e-05,0.6812,1299000,-88.18,0.2316
354400,7.518e-05,0.7617,1920000,-81.17,0.1846
429900,8.255e-05,0.7129,1910000,-86.09,0.2251
755700,6.152e-05,0.7258,3132000,-93.04,0.2413
1025000,8.487e-05,0.6368,4261000,-81.41,0.2406
1789000,8.311e-05,0.6178,6131000,-78.91,0.2918
1397000,6.348e-05,0.6993,6625000,-83.47,0.2109
1096000,8.006e-05,0.6041,3701000,-81.3,0.2961
403100,7.745e-05,0.6105,1398000,-86.31,0.2883
1348000,7.977e-05,0.5482,4548000,-75.9,0.2964
989000,7.343e-05,0.7027,4664000,-79.37,0.212
566600,6.616e-05,0.6966,2044000,-148.9,0.2772
325900,7.468e-05,0.7022,1331000,-88.46,0.2449
1812000,8.435e-05,0.5,5371000,-79.4,0.3374
942900,6.976e-05,0.7062,4227000,-89.2,0.2231
610000,9.979e-05,0.6324,2359000,-84.24,0.2586
1119000,6.865e-05,0.6744,4690000,-89.04,0.2386
743800,8.068e-05,0.6129,3098000,-76.2,0.2401
1807000,5.022e-05,0.6359,6574000,-100.3,0.2749
1735000,5.185e-05,0.6334,5988000,-146.5,0.2897
752600,7.397e-05,0.6165,2767000,-83.84,0.272
1890000,6.271e-05,0.7297,8872000,-82.74,0.213
2562000,0.0001031,0.6542,10640000,-75.53,0.2408
1502000,6.116e-05,0.6982,6160000,-90.29,0.2438
1079000,5.709e-05,0.6284,3298000,-134.5,0.3272
1904000,7.876e-05,0.6078,6067000,-82.32,0.3138
4355000,6.912e-05,0.5973,13200000,-84.27,0.3299
2835000,7.985e-05,0.5388,8738000,-77.71,0.3244
503400,6.687e-05,0.6177,2223000,-82.44,0.2265
849900,5.483e-05,0.6399,2532000,-118.4,0.3357
2197000,9.045e-05,0.5,6817000,-70.82,0.3223
