param,value,lower,upper
log10Kmax,1.15986784709257,0.907478469109379,5.48283798863622
log10Ku,-4.21438547505318,-4.29456395341475,-4.13726056341426
n,0.902,0.60858,1.196
log10halfmax,1.5449357658815,1.30144235841197,5.75311582944717
Vhalf,-9.817,-36.911,-4.943725
log10slope,-0.385102783966865,-0.585569938393516,-0.184186634448459
